"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
VCaP,PRAD,urogenital_system,prostate,105.696905,0.983504
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,365.995035,0.983524
CL-11,COREAD,digestive_system,large_intestine,198.907220,0.983535
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,115.521820,0.983556
HEL,LAML,blood,acute_myeloid_leukaemia,42.617649,0.983605
FU97,STAD,digestive_system,stomach,97.793388,0.983667
SK-MM-2,MM,blood,myeloma,141.926275,0.983679
CTV-1,LAML,blood,acute_myeloid_leukaemia,40.482147,0.983776
NCI-H187,SCLC,lung,lung_small_cell_carcinoma,150.719580,0.983800
PSN1,PAAD,pancreas,pancreas,48.899333,0.983830
Hs-445,UNCLASSIFIED,blood,Hodgkin_lymphoma,70.882110,0.983866
IPC-298,SKCM,skin,melanoma,107.689036,0.983958
MCF7,BRCA,breast,breast,116.531608,0.984027
CHP-126,NB,nervous_system,neuroblastoma,142.991584,0.984044
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,67.180734,0.984069
NCI-H1688,SCLC,lung,lung_small_cell_carcinoma,123.423486,0.984384
Hs-683,LGG,nervous_system,glioma,95.811028,0.984397
SNU-16,STAD,digestive_system,stomach,140.452962,0.984433
RKO,COREAD,digestive_system,large_intestine,78.864689,0.984502
HCT-15,COREAD,digestive_system,large_intestine,142.422243,0.984609
NCI-H2795,MESO,lung,mesothelioma,108.530471,0.984622
HL-60,LAML,blood,acute_myeloid_leukaemia,87.486930,0.984715
LB2518-MEL,SKCM,skin,melanoma,129.311991,0.985017
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,79.686607,0.985278
COR-L95,SCLC,lung,lung_small_cell_carcinoma,183.692459,0.985392
KP-4,PAAD,pancreas,pancreas,92.303962,0.985395
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,151.892070,0.985422
KMH-2,THCA,thyroid,thyroid,59.764744,0.985520
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,132.518054,0.985537
A2058,SKCM,skin,melanoma,94.522818,0.985562
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,100.007565,0.985589
IGR-37,SKCM,skin,melanoma,90.520198,0.985608
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,73.724332,0.985639
G-361,SKCM,skin,melanoma,95.979777,0.985726
KELLY,NB,nervous_system,neuroblastoma,81.110902,0.985733
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,179.797719,0.985800
C3A,LIHC,digestive_system,liver,140.087774,0.985811
SK-MEL-2,SKCM,skin,melanoma,156.440992,0.985920
SJRH30,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,96.457414,0.986122
SUP-T1,ALL,blood,lymphoblastic_T_cell_leukaemia,106.118833,0.986246
HMV-II,SKCM,skin,melanoma,333.391727,0.986255
HGC-27,STAD,digestive_system,stomach,49.582238,0.986284
HCC1428,BRCA,breast,breast,148.226250,0.986333
LNZTA3WT4,GBM,nervous_system,glioma,115.095095,0.986350
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,90.375132,0.986390
THP-1,LAML,blood,acute_myeloid_leukaemia,71.957579,0.986621
ME-1,LAML,blood,acute_myeloid_leukaemia,155.022814,0.986731
KU-19-19,BLCA,urogenital_system,bladder,95.862015,0.986742
SK-HEP-1,LIHC,digestive_system,liver,89.163001,0.986770
LP-1,MM,blood,myeloma,49.876401,0.986794
T98G,GBM,nervous_system,glioma,74.544018,0.986804
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,98.847593,0.986849
COLO-320-HSR,COREAD,digestive_system,large_intestine,95.894719,0.986997
CCF-STTG1,GBM,nervous_system,glioma,114.169754,0.987015
HCC1187,BRCA,breast,breast,86.139226,0.987105
DU-4475,BRCA,breast,breast,67.026751,0.987131
ASH-3,THCA,thyroid,thyroid,109.767721,0.987141
RT4,BLCA,urogenital_system,bladder,188.421770,0.987153
HEC-1,UCEC,urogenital_system,endometrium,87.480822,0.987186
Daoy,MB,nervous_system,medulloblastoma,78.715376,0.987214
P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,26.181971,0.987233
B-CPAP,THCA,thyroid,thyroid,79.722962,0.987328
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,53.191328,0.987345
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,98.760178,0.987460
IGR-1,SKCM,skin,melanoma,80.742533,0.987519
KY821,LAML,blood,leukemia,109.409718,0.987525
ES-2,UNCLASSIFIED,urogenital_system,ovary,100.536111,0.987622
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,86.182753,0.987676
D-283MED,MB,nervous_system,medulloblastoma,88.325212,0.987728
VMRC-MELG,SKCM,skin,melanoma,132.962338,0.987761
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,88.691040,0.987850
EVSA-T,BRCA,breast,breast,89.052048,0.987895
COR-L321,UNCLASSIFIED,lung,lung_other,112.260949,0.987913
LB373-MEL-D,SKCM,skin,melanoma,188.334146,0.987923
NB13,NB,nervous_system,neuroblastoma,87.374308,0.987979
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,75.454780,0.988016
CADO-ES1,UNCLASSIFIED,bone,ewings_sarcoma,86.810659,0.988060
EJM,MM,blood,lymphoid_neoplasm_other,70.796411,0.988090
OCI-AML2,LAML,blood,acute_myeloid_leukaemia,32.890852,0.988094
LN-18,GBM,nervous_system,glioma,47.149674,0.988317
HeLa,CESC,urogenital_system,cervix,81.332711,0.988354
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,137.371819,0.988386
EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,79.866400,0.988409
ESS-1,UNCLASSIFIED,urogenital_system,endometrium,81.733039,0.988429
MS-1,SCLC,lung,lung_small_cell_carcinoma,99.016241,0.988597
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,55.411316,0.988852
KOPN-8,UNCLASSIFIED,blood,B_cell_leukemia,64.394475,0.988900
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,159.546750,0.988956
MSTO-211H,MESO,lung,mesothelioma,97.002827,0.989026
NB(TU)1-10,NB,nervous_system,neuroblastoma,109.949811,0.989221
YT,ALL,blood,lymphoid_neoplasm_other,85.176527,0.989231
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,108.484601,0.989245
KARPAS-45,ALL,blood,lymphoblastic_leukemia,67.684440,0.989290
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,90.072390,0.989349
AM-38,GBM,nervous_system,glioma,179.759793,0.989584
BE2-M17,NB,nervous_system,neuroblastoma,213.407083,0.989666
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,81.251269,0.989798
P12-ICHIKAWA,ALL,blood,lymphoblastic_T_cell_leukaemia,69.136696,0.990146
SBC-5,SCLC,lung,lung_small_cell_carcinoma,72.892066,0.990264
HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,59.983303,0.990286
ML-2,LAML,blood,acute_myeloid_leukaemia,109.648170,0.990294
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,98.733758,0.990421
SHP-77,SCLC,lung,lung_small_cell_carcinoma,91.282876,0.990499
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,108.539663,0.990778
NU-DUL-1,DLBC,blood,B_cell_lymphoma,58.036987,0.990790
Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,75.685331,0.990790
Farage,DLBC,blood,B_cell_lymphoma,68.903589,0.990931
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,77.378438,0.991127
SU-DHL-16,DLBC,blood,B_cell_lymphoma,28.669823,0.991261
IM-9,MM,blood,myeloma,72.706622,0.991314
SW620,COREAD,digestive_system,large_intestine,209.029998,0.991357
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,72.878817,0.991680
OPM-2,MM,blood,myeloma,69.649843,0.991826
KARPAS-1106P,DLBC,blood,B_cell_lymphoma,68.461227,0.992074
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,47.652554,0.992483
KE-37,ALL,blood,lymphoblastic_leukemia,44.843181,0.993122
BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,38.444147,0.993671
OCI-M1,LAML,blood,acute_myeloid_leukaemia,47.774579,0.993934
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,60.269460,0.994123
SU-DHL-6,DLBC,blood,B_cell_lymphoma,39.899010,0.994128
SU-DHL-10,DLBC,blood,B_cell_lymphoma,30.367790,0.995962
MHH-CALL-2,UNCLASSIFIED,blood,B_cell_leukemia,42.757275,0.996578
MC-IXC,NB,nervous_system,neuroblastoma,41.934738,0.996952
SU-DHL-4,DLBC,blood,B_cell_lymphoma,31.890499,0.997218
MC116,DLBC,blood,B_cell_lymphoma,30.619822,0.997229
