"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
RT4,BLCA,urogenital_system,bladder,32.977182,0.985543
NCI-H1836,SCLC,lung,lung_small_cell_carcinoma,33.003593,0.985696
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,18.369915,0.985801
JHH-4,LIHC,digestive_system,liver,24.249337,0.985951
VCaP,PRAD,urogenital_system,prostate,25.269969,0.986087
ESO26,ESCA,aero_digestive_tract,oesophagus,23.539115,0.986177
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,33.653273,0.986301
HT-115,COREAD,digestive_system,large_intestine,22.384522,0.986389
SHP-77,SCLC,lung,lung_small_cell_carcinoma,13.640995,0.986607
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,16.285141,0.986642
DiFi,COREAD,digestive_system,large_intestine,32.272736,0.986727
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,49.919780,0.986780
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,10.265294,0.986789
COR-L95,SCLC,lung,lung_small_cell_carcinoma,41.480854,0.986838
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,26.636719,0.986856
LB373-MEL-D,SKCM,skin,melanoma,34.400987,0.986893
SISO,CESC,urogenital_system,cervix,22.254191,0.986910
COR-L321,UNCLASSIFIED,lung,lung_other,20.830528,0.986939
G-361,SKCM,skin,melanoma,21.148797,0.987080
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,30.526038,0.987136
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,28.413146,0.987157
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,40.724427,0.987259
TC-YIK,UNCLASSIFIED,urogenital_system,cervix,11.180586,0.987271
IMR-5,NB,nervous_system,neuroblastoma,15.000124,0.987275
CESS,LAML,blood,acute_myeloid_leukaemia,13.797116,0.987350
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,29.108707,0.987463
MHH-CALL-2,UNCLASSIFIED,blood,B_cell_leukemia,4.604944,0.987532
BC-1,DLBC,blood,B_cell_lymphoma,11.675430,0.987552
Hs-939-T,SKCM,skin,melanoma,51.300827,0.987658
SU-DHL-8,DLBC,blood,B_cell_lymphoma,17.559203,0.987785
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,26.523874,0.987798
CP50-MEL-B,SKCM,skin,melanoma,21.813622,0.987822
CL-34,COREAD,digestive_system,large_intestine,66.155312,0.987890
LNZTA3WT4,GBM,nervous_system,glioma,26.105345,0.987950
LP-1,MM,blood,myeloma,10.703008,0.987969
NB69,NB,nervous_system,neuroblastoma,16.982950,0.988017
HT55,COREAD,digestive_system,large_intestine,36.524477,0.988079
CCF-STTG1,GBM,nervous_system,glioma,25.109829,0.988202
SK-MM-2,MM,blood,myeloma,41.235144,0.988281
RC-K8,DLBC,blood,B_cell_lymphoma,14.964545,0.988344
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,11.342884,0.988364
HT-29,COREAD,digestive_system,large_intestine,66.344955,0.988819
SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,10.507952,0.988904
HO-1-u-1,HNSC,aero_digestive_tract,head_and_neck,19.084998,0.989099
HeLa,CESC,urogenital_system,cervix,17.298301,0.989154
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,11.645756,0.989233
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,15.394111,0.989329
THP-1,LAML,blood,acute_myeloid_leukaemia,17.879733,0.989588
MS751,CESC,urogenital_system,cervix,17.818290,0.989791
EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,18.114913,0.989992
JiyoyeP-2003,UNCLASSIFIED,blood,Burkitt_lymphoma,16.512532,0.990223
AMO-1,MM,blood,haematopoietic_neoplasm_other,14.410828,0.990323
KCL-22,LCML,blood,chronic_myeloid_leukaemia,13.558112,0.990339
COR-L279,SCLC,lung,lung_small_cell_carcinoma,17.960550,0.990347
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,15.403939,0.990922
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,11.932278,0.991026
HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,12.779320,0.991088
Jurkat,ALL,blood,T_cell_leukemia,11.685381,0.991146
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,38.091973,0.991250
OCI-AML2,LAML,blood,acute_myeloid_leukaemia,8.005911,0.991432
IM-9,MM,blood,myeloma,15.875478,0.992262
JJN-3,MM,blood,haematopoietic_neoplasm_other,17.425371,0.993239
P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,7.612519,0.993674
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,11.730578,0.993865
SU-DHL-10,DLBC,blood,B_cell_lymphoma,6.461490,0.996538
SU-DHL-4,DLBC,blood,B_cell_lymphoma,6.399833,0.997243
