"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
Hs-766T,PAAD,pancreas,pancreas,585.552355,0.972199
DOK,HNSC,aero_digestive_tract,head_and_neck,738.825418,0.972545
MIA-PaCa-2,PAAD,pancreas,pancreas,334.793388,0.972670
K2,SKCM,skin,melanoma,606.058647,0.972799
COLO-680N,ESCA,aero_digestive_tract,oesophagus,338.730711,0.972818
Hs-940-T,SKCM,skin,melanoma,403.191472,0.973016
KMRC-20,KIRC,kidney,kidney,239.538407,0.973084
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,207.521772,0.973241
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,1066.217656,0.973307
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,147.725095,0.973315
ML-1,THCA,thyroid,thyroid,398.348785,0.973712
LN-405,GBM,nervous_system,glioma,382.085599,0.973713
NCI-H2869,MESO,lung,mesothelioma,408.209907,0.973739
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,396.979165,0.973792
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,281.383273,0.973927
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,118.658227,0.973952
KU812,LCML,blood,chronic_myeloid_leukaemia,169.680782,0.973983
KP-2,PAAD,pancreas,pancreas,255.528781,0.973995
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,142.315414,0.974118
NCI-H2795,MESO,lung,mesothelioma,202.490940,0.974275
MDA-MB-330,BRCA,breast,breast,380.753001,0.974330
A2058,SKCM,skin,melanoma,171.619751,0.974376
FU97,STAD,digestive_system,stomach,196.157507,0.974380
PCI-30,HNSC,aero_digestive_tract,head_and_neck,448.656998,0.974496
H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,397.991252,0.974519
NCI-H2803,MESO,lung,mesothelioma,295.679385,0.974758
Detroit562,HNSC,aero_digestive_tract,head_and_neck,179.245027,0.974955
OVKATE,OV,urogenital_system,ovary,1604.991088,0.975067
NCI-H2461,MESO,lung,mesothelioma,656.562041,0.975095
NCI-H2452,MESO,lung,mesothelioma,386.408695,0.975138
SW780,BLCA,urogenital_system,bladder,291.001649,0.975606
KMRC-1,KIRC,kidney,kidney,284.487251,0.975695
TT,THCA,thyroid,thyroid,1000.441146,0.975909
AN3-CA,UCEC,urogenital_system,endometrium,328.487833,0.976538
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,574.111686,0.976588
SK-N-FI,NB,nervous_system,neuroblastoma,244.357485,0.976685
LB996-RCC,KIRC,kidney,kidney,354.246385,0.976740
BICR10,HNSC,aero_digestive_tract,head_and_neck,316.029646,0.976942
HT-115,COREAD,digestive_system,large_intestine,210.246792,0.976997
H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,179.833999,0.977011
MDA-MB-361,BRCA,breast,breast,245.685113,0.977031
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,679.641372,0.977109
WM278,SKCM,skin,melanoma,393.669233,0.977326
TE-4,ESCA,aero_digestive_tract,oesophagus,181.853562,0.977451
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,244.866463,0.977484
HCC1428,BRCA,breast,breast,275.116463,0.977523
HSC-3,HNSC,aero_digestive_tract,head_and_neck,131.765601,0.977583
MS751,CESC,urogenital_system,cervix,144.454940,0.977708
SW156,KIRC,kidney,kidney,425.852990,0.977842
HA7-RCC,KIRC,kidney,kidney,400.366157,0.977874
SK-MEL-1,SKCM,skin,melanoma,772.049234,0.978353
HN,HNSC,aero_digestive_tract,head_and_neck,168.645754,0.978636
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,257.537859,0.978857
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,213.106830,0.979037
HuH-7,LIHC,digestive_system,liver,346.411205,0.979131
KYSE-140,ESCA,aero_digestive_tract,oesophagus,562.257126,0.979240
CAL-72,UNCLASSIFIED,bone,osteosarcoma,910.511321,0.979544
COLO-792,SKCM,skin,melanoma,530.322033,0.979688
NCI-H2369,MESO,lung,mesothelioma,256.978033,0.979854
UACC-62,SKCM,skin,melanoma,243.245794,0.979910
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,528.634532,0.979920
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,397.565714,0.979994
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,784.997991,0.980022
SW1116,COREAD,digestive_system,large_intestine,1766.784159,0.980114
Saos-2,UNCLASSIFIED,bone,osteosarcoma,961.713630,0.980184
YH-13,GBM,nervous_system,glioma,277.999687,0.980343
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,151.377300,0.980349
MDA-MB-415,BRCA,breast,breast,797.926073,0.980373
CAS-1,GBM,nervous_system,glioma,883.551816,0.980522
Hs-683,LGG,nervous_system,glioma,245.994119,0.980589
KMH-2,THCA,thyroid,thyroid,150.105557,0.980710
TK10,KIRC,kidney,kidney,569.661041,0.980755
NCI-H2731,MESO,lung,mesothelioma,527.575746,0.980792
FU-OV-1,OV,urogenital_system,ovary,762.137896,0.981039
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,1302.515697,0.981091
HT55,COREAD,digestive_system,large_intestine,352.286284,0.981143
CAPAN-2,PAAD,pancreas,pancreas,881.427717,0.981434
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,417.128511,0.981475
8305C,THCA,thyroid,thyroid,693.538757,0.982214
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,752.099428,0.982268
SN12C,KIRC,kidney,kidney,605.863458,0.982330
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,225.410983,0.982341
NCI-H1304,SCLC,lung,lung_small_cell_carcinoma,428.397998,0.982454
MFE-319,UCEC,urogenital_system,endometrium,252.551707,0.982831
D-542MG,GBM,nervous_system,glioma,634.449455,0.982831
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,310.449429,0.983073
GMS-10,GBM,nervous_system,glioma,300.549119,0.983258
U-118-MG,GBM,nervous_system,glioma,733.484986,0.983258
CP66-MEL,SKCM,skin,melanoma,480.827014,0.983301
KU-19-19,BLCA,urogenital_system,bladder,246.408853,0.983324
SKG-IIIa,CESC,urogenital_system,cervix,859.548869,0.983339
SW1783,LGG,nervous_system,glioma,194.822050,0.983429
CAL-54,KIRC,kidney,kidney,523.099734,0.983588
HCE-4,ESCA,aero_digestive_tract,oesophagus,218.397466,0.983690
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,599.959195,0.983736
HT-1376,BLCA,urogenital_system,bladder,704.381026,0.983896
MDA-MB-175-VII,BRCA,breast,breast,524.359165,0.984100
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,269.650598,0.984134
DMS-53,SCLC,lung,lung_small_cell_carcinoma,532.254228,0.984268
KON,HNSC,aero_digestive_tract,head_and_neck,267.653501,0.984543
OVCAR-3,OV,urogenital_system,ovary,607.110902,0.984734
huH-1,LIHC,digestive_system,liver,694.473275,0.984777
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,1973.137462,0.985265
PCI-15A,HNSC,aero_digestive_tract,head_and_neck,336.312272,0.985486
Hs-578-T,BRCA,breast,breast,500.622027,0.985558
SiHa,CESC,urogenital_system,cervix,693.345190,0.985602
MCF7,BRCA,breast,breast,419.464663,0.985695
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,264.391195,0.985937
NB14,NB,nervous_system,neuroblastoma,263.944583,0.986253
C3A,LIHC,digestive_system,liver,466.482816,0.986325
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,447.696680,0.986470
SW13,ACC,kidney,adrenal_gland,407.676170,0.986565
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,343.741712,0.986595
FTC-133,THCA,thyroid,thyroid,470.599344,0.986611
MSTO-211H,MESO,lung,mesothelioma,270.090577,0.987193
CCF-STTG1,GBM,nervous_system,glioma,379.643494,0.987508
NCI-H2444,UNCLASSIFIED,lung,lung_NSCLC_not_specified,670.294776,0.987570
HSC-2,HNSC,aero_digestive_tract,head_and_neck,289.506693,0.987589
SCH,UNCLASSIFIED,digestive_system,stomach,534.295548,0.987774
MES-SA,UNCLASSIFIED,urogenital_system,uterus,335.689553,0.987919
ASH-3,THCA,thyroid,thyroid,384.658490,0.988282
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,341.671220,0.988458
HEC-1,UCEC,urogenital_system,endometrium,337.702933,0.989573
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,302.320971,0.989922
COLO-783,SKCM,skin,melanoma,600.600505,0.990126
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,232.102785,0.990363
LN-18,GBM,nervous_system,glioma,176.381330,0.990639
