"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
SK-N-SH,NB,nervous_system,neuroblastoma,0.645231,0.505165
SK-OV-3,OV,urogenital_system,ovary,6.598727,0.800472
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,5.669172,0.813110
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.968592,0.570952
SKG-IIIa,CESC,urogenital_system,cervix,10.146689,0.844583
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.140745,0.286265
SKN,UNCLASSIFIED,urogenital_system,uterus,1.148333,0.591148
SKN-3,HNSC,aero_digestive_tract,head_and_neck,1.088573,0.582202
SLVL,DLBC,blood,B_cell_lymphoma,7.060776,0.836582
SN12C,KIRC,kidney,kidney,1.636861,0.639827
SNB75,GBM,nervous_system,glioma,2.319399,0.675045
SNG-M,UCEC,urogenital_system,endometrium,2.617055,0.712017
SNU-1,STAD,digestive_system,stomach,4.013788,0.750982
SNU-1040,COREAD,digestive_system,large_intestine,38.104578,0.926067
SNU-182,LIHC,digestive_system,liver,1.748284,0.659252
SNU-387,LIHC,digestive_system,liver,6.678309,0.813507
SNU-398,LIHC,digestive_system,liver,2.131053,0.691592
SNU-407,COREAD,digestive_system,large_intestine,0.659432,0.507933
SNU-423,LIHC,digestive_system,liver,2.300885,0.693297
SNU-449,LIHC,digestive_system,liver,3.500280,0.746288
SNU-5,STAD,digestive_system,stomach,4.075964,0.758809
SNU-61,COREAD,digestive_system,large_intestine,364.320718,0.978622
SNU-81,COREAD,digestive_system,large_intestine,3.717890,0.738007
SNU-C1,COREAD,digestive_system,large_intestine,2.900192,0.678530
SNU-C2B,COREAD,digestive_system,large_intestine,0.872806,0.546225
SNU-C5,COREAD,digestive_system,large_intestine,1.534723,0.632869
SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.813440,0.544022
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,2.285332,0.706579
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.188856,0.594966
SU-DHL-10,DLBC,blood,B_cell_lymphoma,5.159821,0.868684
SU-DHL-16,DLBC,blood,B_cell_lymphoma,2.350312,0.734977
SU-DHL-4,DLBC,blood,B_cell_lymphoma,5.260839,0.873490
SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.537507,0.473245
SU-DHL-6,DLBC,blood,B_cell_lymphoma,5.071982,0.856096
SU-DHL-8,DLBC,blood,B_cell_lymphoma,2.502621,0.722707
SU8686,PAAD,pancreas,pancreas,8.548962,0.843612
SUIT-2,PAAD,pancreas,pancreas,2.009371,0.679116
SUP-B8,UNCLASSIFIED,blood,B_cell_leukemia,2.202480,0.672766
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,2.043955,0.690611
SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.420978,0.431483
SUP-T1,ALL,blood,lymphoblastic_T_cell_leukaemia,3.735691,0.771627
SW1088,GBM,nervous_system,glioma,5.769617,0.789934
SW1116,COREAD,digestive_system,large_intestine,1.386735,0.601257
SW1271,SCLC,lung,lung_small_cell_carcinoma,1.135143,0.588182
SW13,ACC,kidney,adrenal_gland,0.313257,0.390953
SW1417,COREAD,digestive_system,large_intestine,5.912268,0.798127
SW1463,COREAD,digestive_system,large_intestine,10.617524,0.799926
SW156,KIRC,kidney,kidney,4.154913,0.763147
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,2.377184,0.682047
SW1710,BLCA,urogenital_system,bladder,1.161391,0.596748
SW1783,LGG,nervous_system,glioma,1.212187,0.610214
SW1990,PAAD,pancreas,pancreas,2.728241,0.700325
SW48,COREAD,digestive_system,large_intestine,1.147796,0.593489
SW620,COREAD,digestive_system,large_intestine,1.102165,0.589492
SW626,OV,urogenital_system,ovary,1.129718,0.586356
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,9.278020,0.817120
SW756,CESC,urogenital_system,cervix,0.494496,0.465311
SW780,BLCA,urogenital_system,bladder,1.625225,0.644504
SW837,COREAD,digestive_system,large_intestine,4.134568,0.743360
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.042598,0.118747
SW900,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,2.756605,0.717673
SW948,COREAD,digestive_system,large_intestine,8.172594,0.814217
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,0.798796,0.536625
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.097266,0.225265
T-T,ESCA,aero_digestive_tract,oesophagus,5.030390,0.806560
T24,BLCA,urogenital_system,bladder,1.534189,0.638438
T47D,BRCA,breast,breast,7.857205,0.798954
T84,COREAD,digestive_system,large_intestine,13.198641,0.889289
T98G,GBM,nervous_system,glioma,2.946442,0.748799
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,1.139839,0.599219
TC-YIK,UNCLASSIFIED,urogenital_system,cervix,2.657534,0.740494
TCCSUP,BLCA,urogenital_system,bladder,1.737176,0.649966
TE-1,ESCA,aero_digestive_tract,oesophagus,1.002802,0.568266
TE-10,ESCA,aero_digestive_tract,oesophagus,1.211189,0.602418
TE-11,ESCA,aero_digestive_tract,oesophagus,7.189788,0.853235
TE-12,ESCA,aero_digestive_tract,oesophagus,1.865416,0.647336
TE-15,ESCA,aero_digestive_tract,oesophagus,20.190531,0.906979
TE-4,ESCA,aero_digestive_tract,oesophagus,4.984319,0.812646
TE-5,ESCA,aero_digestive_tract,oesophagus,1.042397,0.578002
TE-6,ESCA,aero_digestive_tract,oesophagus,203.318761,0.981579
TE-8,ESCA,aero_digestive_tract,oesophagus,0.404136,0.434610
TE-9,ESCA,aero_digestive_tract,oesophagus,3.963154,0.767299
TGBC11TKB,STAD,digestive_system,stomach,14.156950,0.916170
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,6.225415,0.828177
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,10.130711,0.875999
TGW,NB,nervous_system,neuroblastoma,4.020015,0.797482
THP-1,LAML,blood,acute_myeloid_leukaemia,10.992375,0.904428
TK,DLBC,blood,B_cell_lymphoma,3.051294,0.753407
TK10,KIRC,kidney,kidney,0.656827,0.507305
TMK-1,STAD,digestive_system,stomach,2.170538,0.679863
TOV-112D,OV,urogenital_system,ovary,0.833418,0.544626
TOV-21G,OV,urogenital_system,ovary,1.039616,0.577432
TT,THCA,thyroid,thyroid,29.366673,0.898204
TT2609-C02,THCA,thyroid,thyroid,7.393352,0.838986
TUR,DLBC,blood,B_cell_lymphoma,1.484069,0.640205
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,0.423019,0.438986
U-118-MG,GBM,nervous_system,glioma,2.182030,0.676950
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,0.868094,0.549107
U-266,MM,blood,myeloma,3.955168,0.741736
U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,3.959148,0.762505
U-87-MG,GBM,nervous_system,glioma,1.199957,0.593306
U031,KIRC,kidney,kidney,0.612863,0.496913
U251,GBM,nervous_system,glioma,2.201853,0.700774
UACC-257,SKCM,skin,melanoma,0.097410,0.240843
UACC-62,SKCM,skin,melanoma,0.063712,0.169516
UACC-893,BRCA,breast,breast,3.750135,0.746666
UM-UC-3,BLCA,urogenital_system,bladder,1.235879,0.611079
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,19.948776,0.942930
UWB1.289,OV,urogenital_system,ovary,3.714653,0.728073
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,1.850220,0.666641
VAL,DLBC,blood,B_cell_lymphoma,1.415237,0.622457
VCaP,PRAD,urogenital_system,prostate,15.666459,0.910843
VM-CUB-1,BLCA,urogenital_system,bladder,1.215202,0.605949
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,3.751661,0.793063
VMRC-MELG,SKCM,skin,melanoma,7.614063,0.851750
VMRC-RCZ,KIRC,kidney,kidney,1.788391,0.651510
WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,3.667632,0.793223
WM-115,SKCM,skin,melanoma,0.237526,0.363851
WM1552C,SKCM,skin,melanoma,0.158502,0.295491
WM278,SKCM,skin,melanoma,0.678409,0.512294
WM35,SKCM,skin,melanoma,0.035528,0.115065
WM793B,SKCM,skin,melanoma,0.561379,0.483287
WSU-DLCL2,DLBC,blood,B_cell_lymphoma,36.980541,0.973872
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.921949,0.564509
YAPC,PAAD,pancreas,pancreas,16.041467,0.881883
YH-13,GBM,nervous_system,glioma,0.423494,0.438275
YKG-1,GBM,nervous_system,glioma,1.648119,0.648841
YT,ALL,blood,lymphoid_neoplasm_other,1.658774,0.661533
ZR-75-30,BRCA,breast,breast,36.351611,0.896099
